,tmax,tmin,rain,tmax_tomorrow
2012-07-25,69.0,57.0,0.0,68.0
2012-07-26,68.0,55.0,0.0,68.0
2012-07-27,68.0,55.0,0.0,67.0
2012-07-28,67.0,56.0,0.0,69.0
2012-07-29,69.0,55.0,0.0,77.0
2012-07-30,77.0,55.0,0.0,70.0
2012-07-31,70.0,53.0,0.0,71.0
2012-08-01,71.0,52.0,0.0,72.0
2012-08-02,72.0,54.0,0.0,67.0
2012-08-03,67.0,55.0,0.0,65.0
2012-08-04,65.0,55.0,0.0,69.0
2012-08-05,69.0,57.0,0.0,73.0
2012-08-06,73.0,57.0,0.0,70.0
2012-08-07,70.0,53.0,0.0,76.0
2012-08-08,76.0,51.0,0.0,76.0
2012-08-09,76.0,52.0,0.0,72.0
2012-08-10,72.0,53.0,0.0,75.0
2012-08-11,75.0,51.0,0.0,70.0
2012-08-12,70.0,55.0,0.0,73.0
2012-08-13,73.0,55.0,0.0,68.0
2012-08-14,68.0,54.0,0.0,68.0
2012-08-15,68.0,57.0,0.0,71.0
2012-08-16,71.0,56.0,0.0,67.0
2012-08-17,67.0,56.0,0.0,69.0
2012-08-18,69.0,56.0,0.0,65.0
2012-08-19,65.0,55.0,0.0,66.0
2012-08-20,66.0,54.0,0.0,66.0
2012-08-21,66.0,55.0,0.0,66.0
2012-08-22,66.0,55.0,0.0,67.0
2012-08-23,67.0,52.0,0.0,71.0
2012-08-24,71.0,51.0,0.0,66.0
2012-08-25,66.0,56.0,0.0,68.0
2012-08-26,68.0,57.0,0.0,76.0
2012-08-27,76.0,56.0,0.0,76.0
2012-08-28,76.0,54.0,0.0,84.0
2012-08-29,84.0,50.0,0.0,67.0
2012-08-30,67.0,53.0,0.0,63.0
2012-08-31,63.0,57.0,0.0,66.0
2012-09-01,66.0,51.0,0.0,77.0
2012-09-02,77.0,49.0,0.0,77.0
2012-09-03,77.0,50.0,0.0,67.0
2012-09-04,67.0,52.0,0.0,65.0
2012-09-05,65.0,55.0,0.0,68.0
2012-09-06,68.0,54.0,0.0,71.0
2012-09-07,71.0,52.0,0.0,66.0
2012-09-08,66.0,54.0,0.0,69.0
2012-09-09,69.0,52.0,0.0,75.0
2012-09-10,75.0,54.0,0.0,71.0
2012-09-11,71.0,51.0,0.0,68.0
2012-09-12,68.0,55.0,0.0,70.0
2012-09-13,70.0,55.0,0.0,68.0
2012-09-14,68.0,55.0,0.0,67.0
2012-09-15,67.0,53.0,0.0,67.0
2012-09-16,67.0,51.0,0.0,65.0
2012-09-17,65.0,54.0,0.0,65.0
2012-09-18,65.0,52.0,0.0,65.0
2012-09-19,65.0,54.0,0.0,64.0
2012-09-20,64.0,50.0,0.0,71.0
2012-09-21,71.0,48.0,0.0,75.0
2012-09-22,75.0,47.0,0.0,72.0
2012-09-23,72.0,48.0,0.0,68.0
2012-09-24,68.0,50.0,0.0,68.0
2012-09-25,68.0,48.0,0.0,65.0
2012-09-26,65.0,51.0,0.0,72.0
2012-09-27,72.0,52.0,0.0,61.0
2012-09-28,61.0,52.0,0.0,69.0
2012-09-29,69.0,53.0,0.0,88.0
2012-09-30,88.0,48.0,0.0,91.0
2012-10-01,91.0,52.0,0.0,95.0
2012-10-02,95.0,54.0,0.0,80.0
2012-10-03,80.0,59.0,0.0,70.0
2012-10-04,70.0,56.0,0.0,69.0
2012-10-05,69.0,55.0,0.0,71.0
2012-10-06,71.0,51.0,0.0,69.0
2012-10-07,69.0,52.0,0.0,70.0
2012-10-08,70.0,49.0,0.0,71.0
2012-10-09,71.0,55.0,0.0,66.0
2012-10-10,66.0,51.0,0.0,59.0
2012-10-11,59.0,55.0,0.0,66.0
2012-10-12,66.0,50.0,0.02,72.0
2012-10-13,72.0,45.0,0.0,70.0
2012-10-14,70.0,58.0,0.0,73.0
2012-10-15,73.0,59.0,0.0,74.0
2012-10-16,74.0,56.0,0.0,82.0
2012-10-17,82.0,51.0,0.0,87.0
2012-10-18,87.0,54.0,0.0,69.0
2012-10-19,69.0,57.0,0.0,69.0
2012-10-20,69.0,53.0,0.0,64.0
2012-10-21,64.0,52.0,0.05,65.0
2012-10-22,65.0,51.0,0.44,63.0
2012-10-23,63.0,50.0,0.02,63.0
2012-10-24,63.0,49.0,0.11,69.0
2012-10-25,69.0,49.0,0.01,70.0
2012-10-26,70.0,43.0,0.0,76.0
2012-10-27,76.0,49.0,0.0,76.0
2012-10-28,76.0,50.0,0.0,73.0
2012-10-29,73.0,52.0,0.0,66.0
2012-10-30,66.0,55.0,0.0,66.0
2012-10-31,66.0,60.0,0.15,67.0
2012-11-01,67.0,51.0,0.26,67.0
2012-11-02,67.0,47.0,0.0,73.0
2012-11-03,73.0,49.0,0.0,79.0
2012-11-04,79.0,51.0,0.0,79.0
2012-11-05,79.0,53.0,0.0,82.0
2012-11-06,82.0,49.0,0.0,63.0
2012-11-07,63.0,56.0,0.0,64.0
2012-11-08,64.0,53.0,0.04,58.0
2012-11-09,58.0,41.0,0.07,60.0
2012-11-10,60.0,44.0,0.0,61.0
2012-11-11,61.0,39.0,0.0,65.0
2012-11-12,65.0,39.0,0.0,67.0
2012-11-13,67.0,44.0,0.0,66.0
2012-11-14,66.0,52.0,0.0,68.0
2012-11-15,68.0,43.0,0.0,68.0
2012-11-16,68.0,50.0,0.19,65.0
2012-11-17,65.0,56.0,0.62,63.0
2012-11-18,63.0,52.0,0.0,69.0
2012-11-19,69.0,53.0,0.0,68.0
2012-11-20,68.0,59.0,0.1,65.0
2012-11-21,65.0,49.0,0.76,64.0
2012-11-22,64.0,43.0,0.0,67.0
2012-11-23,67.0,41.0,0.0,66.0
2012-11-24,66.0,42.0,0.0,59.0
2012-11-25,59.0,46.0,0.0,63.0
2012-11-26,63.0,49.0,0.01,63.0
2012-11-27,63.0,50.0,0.0,66.0
2012-11-28,66.0,56.0,0.27,64.0
2012-11-29,64.0,58.0,0.14,65.0
2012-11-30,65.0,59.0,1.88,65.0
2012-12-01,65.0,60.0,0.47,65.0
2012-12-02,65.0,49.0,0.75,59.0
2012-12-03,59.0,44.0,0.0,63.0
2012-12-04,63.0,50.0,0.0,65.0
2012-12-05,65.0,58.0,0.89,63.0
2012-12-06,63.0,50.0,0.0,63.0
2012-12-07,63.0,43.0,0.0,64.0
2012-12-08,64.0,42.0,0.0,67.0
2012-12-09,67.0,43.0,0.0,71.0
2012-12-10,71.0,48.0,0.0,61.0
2012-12-11,61.0,43.0,0.0,58.0
2012-12-12,58.0,43.0,0.08,58.0
2012-12-13,58.0,39.0,0.0,56.0
2012-12-14,56.0,40.0,0.02,51.0
2012-12-15,51.0,37.0,0.17,58.0
2012-12-16,58.0,48.0,0.0,59.0
2012-12-17,59.0,49.0,0.23,56.0
2012-12-18,56.0,41.0,0.0,55.0
2012-12-19,55.0,34.0,0.0,60.0
2012-12-20,60.0,37.0,0.0,58.0
2012-12-21,58.0,51.0,0.11,60.0
2012-12-22,60.0,50.0,0.73,56.0
2012-12-23,56.0,46.0,1.14,60.0
2012-12-24,60.0,42.0,0.0,55.0
2012-12-25,55.0,42.0,1.0,57.0
2012-12-26,57.0,50.0,0.16,56.0
2012-12-27,56.0,43.0,0.0,53.0
2012-12-28,53.0,39.0,0.02,57.0
2012-12-29,57.0,41.0,0.05,56.0
2012-12-30,56.0,38.0,0.0,52.0
2012-12-31,52.0,35.0,0.0,56.0
2013-01-01,56.0,38.0,0.0,53.0
2013-01-02,53.0,36.0,0.0,55.0
2013-01-03,55.0,34.0,0.0,54.0
2013-01-04,54.0,37.0,0.0,56.0
2013-01-05,56.0,38.0,0.15,53.0
2013-01-06,53.0,40.0,0.02,57.0
2013-01-07,57.0,35.0,0.0,59.0
2013-01-08,59.0,41.0,0.0,54.0
2013-01-09,54.0,42.0,0.0,54.0
2013-01-10,54.0,40.0,0.0,54.0
2013-01-11,54.0,39.0,0.0,50.0
2013-01-12,50.0,33.0,0.0,51.0
2013-01-13,51.0,31.0,0.0,55.0
2013-01-14,55.0,33.0,0.0,58.0
2013-01-15,58.0,33.0,0.0,54.0
2013-01-16,54.0,34.0,0.0,59.0
2013-01-17,59.0,36.0,0.0,61.0
2013-01-18,61.0,38.0,0.0,61.0
2013-01-19,61.0,35.0,0.0,62.0
2013-01-20,62.0,36.0,0.0,61.0
2013-01-21,61.0,36.0,0.0,63.0
2013-01-22,63.0,38.0,0.0,56.0
2013-01-23,56.0,42.0,0.11,60.0
2013-01-24,60.0,52.0,0.01,65.0
2013-01-25,65.0,52.0,0.0,60.0
2013-01-26,60.0,47.0,0.0,58.0
2013-01-27,58.0,40.0,0.0,60.0
2013-01-28,60.0,40.0,0.0,59.0
2013-01-29,59.0,40.0,0.0,66.0
2013-01-30,66.0,41.0,0.0,63.0
2013-01-31,63.0,40.0,0.0,65.0
2013-02-01,65.0,43.0,0.0,60.0
2013-02-02,60.0,43.0,0.0,59.0
2013-02-03,59.0,44.0,0.0,57.0
2013-02-04,57.0,45.0,0.0,58.0
2013-02-05,58.0,44.0,0.0,59.0
2013-02-06,59.0,38.0,0.0,56.0
2013-02-07,56.0,44.0,0.2,55.0
2013-02-08,55.0,42.0,0.04,58.0
2013-02-09,58.0,35.0,0.0,59.0
2013-02-10,59.0,36.0,0.0,63.0
2013-02-11,63.0,37.0,0.0,62.0
2013-02-12,62.0,39.0,0.0,62.0
2013-02-13,62.0,41.0,0.0,72.0
2013-02-14,72.0,40.0,0.0,70.0
2013-02-15,70.0,47.0,0.0,69.0
2013-02-16,69.0,41.0,0.0,62.0
2013-02-17,62.0,48.0,0.0,56.0
2013-02-18,56.0,44.0,0.0,51.0
2013-02-19,51.0,42.0,0.28,60.0
2013-02-20,60.0,38.0,0.0,62.0
2013-02-21,62.0,37.0,0.0,63.0
2013-02-22,63.0,38.0,0.0,61.0
2013-02-23,61.0,50.0,0.0,63.0
2013-02-24,63.0,44.0,0.0,61.0
2013-02-25,61.0,42.0,0.0,67.0
2013-02-26,67.0,38.0,0.0,67.0
2013-02-27,67.0,40.0,0.0,62.0
2013-02-28,62.0,46.0,0.0,72.0
2013-03-01,72.0,45.0,0.0,68.0
2013-03-02,68.0,49.0,0.0,61.0
2013-03-03,61.0,52.0,0.0,58.0
2013-03-04,58.0,49.0,0.0,60.0
2013-03-05,60.0,47.0,0.08,58.0
2013-03-06,58.0,44.0,0.06,59.0
2013-03-07,59.0,42.0,0.07,61.0
2013-03-08,61.0,46.0,0.0,64.0
2013-03-09,64.0,42.0,0.0,68.0
2013-03-10,68.0,40.0,0.0,69.0
2013-03-11,69.0,43.0,0.0,71.0
2013-03-12,71.0,48.0,0.0,75.0
2013-03-13,75.0,48.0,0.0,66.0
2013-03-14,66.0,48.0,0.0,66.0
2013-03-15,66.0,45.0,0.0,66.0
2013-03-16,66.0,52.0,0.0,66.0
2013-03-17,66.0,44.0,0.0,66.0
2013-03-18,66.0,45.0,0.0,67.0
2013-03-19,67.0,48.0,0.09,63.0
2013-03-20,63.0,53.0,0.02,64.0
2013-03-21,64.0,44.0,0.0,68.0
2013-03-22,68.0,42.0,0.0,66.0
2013-03-23,66.0,42.0,0.0,67.0
2013-03-24,67.0,43.0,0.0,59.0
2013-03-25,59.0,50.0,0.0,64.0
2013-03-26,64.0,51.0,0.0,67.0
2013-03-27,67.0,48.0,0.0,70.0
2013-03-28,70.0,53.0,0.0,76.0
2013-03-29,76.0,49.0,0.0,70.0
2013-03-30,70.0,55.0,0.02,70.0
2013-03-31,70.0,57.0,0.15,66.0
2013-04-01,66.0,55.0,0.88,65.0
2013-04-02,65.0,52.0,0.0,74.0
2013-04-03,74.0,53.0,0.0,67.0
2013-04-04,67.0,54.0,0.41,66.0
2013-04-05,66.0,56.0,0.0,65.0
2013-04-06,65.0,56.0,0.0,65.0
2013-04-07,65.0,54.0,0.04,69.0
2013-04-08,69.0,51.0,0.0,80.0
2013-04-09,80.0,54.0,0.0,78.0
2013-04-10,78.0,56.0,0.0,71.0
2013-04-11,71.0,51.0,0.0,69.0
2013-04-12,69.0,48.0,0.0,67.0
2013-04-13,67.0,49.0,0.0,66.0
2013-04-14,66.0,46.0,0.0,63.0
2013-04-15,63.0,50.0,0.0,68.0
2013-04-16,68.0,46.0,0.0,73.0
2013-04-17,73.0,54.0,0.0,75.0
2013-04-18,75.0,47.0,0.0,75.0
2013-04-19,75.0,50.0,0.0,77.0
2013-04-20,77.0,51.0,0.0,83.0
2013-04-21,83.0,49.0,0.0,85.0
2013-04-22,85.0,52.0,0.0,76.0
2013-04-23,76.0,50.0,0.0,65.0
2013-04-24,65.0,47.0,0.0,66.0
2013-04-25,66.0,55.0,0.0,65.0
2013-04-26,65.0,53.0,0.0,67.0
2013-04-27,67.0,52.0,0.0,76.0
2013-04-28,76.0,52.0,0.0,82.0
2013-04-29,82.0,55.0,0.0,74.0
2013-04-30,74.0,53.0,0.0,88.0
2013-05-01,88.0,55.0,0.0,92.0
2013-05-02,92.0,53.0,0.0,88.0
2013-05-03,88.0,56.0,0.0,81.0
2013-05-04,81.0,55.0,0.0,70.0
2013-05-05,70.0,60.0,0.0,71.0
2013-05-06,71.0,56.0,0.0,73.0
2013-05-07,73.0,57.0,0.0,64.0
2013-05-08,64.0,56.0,0.0,65.0
2013-05-09,65.0,55.0,0.0,65.0
2013-05-10,65.0,54.0,0.0,76.0
2013-05-11,76.0,55.0,0.0,70.0
2013-05-12,70.0,52.0,0.0,68.0
2013-05-13,68.0,55.0,0.0,67.0
2013-05-14,67.0,54.0,0.0,65.0
2013-05-15,65.0,54.0,0.0,66.0
2013-05-16,66.0,56.0,0.0,67.0
2013-05-17,67.0,54.0,0.0,70.0
2013-05-18,70.0,54.0,0.0,76.0
2013-05-19,76.0,51.0,0.0,83.0
2013-05-20,83.0,51.0,0.0,69.0
2013-05-21,69.0,52.0,0.0,66.0
2013-05-22,66.0,50.0,0.0,66.0
2013-05-23,66.0,48.0,0.0,66.0
2013-05-24,66.0,50.0,0.0,63.0
2013-05-25,63.0,52.0,0.0,67.0
2013-05-26,67.0,55.0,0.0,64.0
2013-05-27,64.0,53.0,0.02,66.0
2013-05-28,66.0,55.0,0.0,68.0
2013-05-29,68.0,54.0,0.0,69.0
2013-05-30,69.0,51.0,0.0,76.0
2013-05-31,76.0,48.0,0.0,79.0
2013-06-01,79.0,53.0,0.0,67.0
2013-06-02,67.0,51.0,0.0,71.0
2013-06-03,71.0,53.0,0.0,69.0
2013-06-04,69.0,55.0,0.0,66.0
2013-06-05,66.0,55.0,0.0,69.0
2013-06-06,69.0,55.0,0.0,79.0
2013-06-07,79.0,55.0,0.0,74.0
2013-06-08,74.0,57.0,0.0,72.0
2013-06-09,72.0,57.0,0.0,72.0
2013-06-10,72.0,57.0,0.0,69.0
2013-06-11,69.0,55.0,0.0,71.0
2013-06-12,71.0,52.0,0.0,73.0
2013-06-13,73.0,49.0,0.0,80.0
2013-06-14,80.0,52.0,0.0,64.0
2013-06-15,64.0,53.0,0.0,
2013-06-16,,,0.0,71.0
2013-06-17,71.0,54.0,0.0,68.0
2013-06-18,68.0,56.0,0.0,72.0
2013-06-19,72.0,54.0,0.0,71.0
2013-06-20,71.0,49.0,0.0,71.0
2013-06-21,71.0,53.0,0.0,76.0
2013-06-22,76.0,50.0,0.0,68.0
2013-06-23,68.0,56.0,0.0,63.0
2013-06-24,63.0,56.0,0.02,71.0
2013-06-25,71.0,62.0,0.15,78.0
2013-06-26,78.0,61.0,0.0,80.0
2013-06-27,80.0,59.0,0.0,85.0
2013-06-28,85.0,60.0,0.0,86.0
2013-06-29,86.0,58.0,0.0,77.0
2013-06-30,77.0,59.0,0.0,83.0
2013-07-01,83.0,59.0,0.0,80.0
2013-07-02,80.0,61.0,0.0,84.0
2013-07-03,84.0,61.0,0.0,80.0
2013-07-04,80.0,62.0,0.0,68.0
2013-07-05,68.0,59.0,0.0,72.0
2013-07-06,72.0,56.0,0.0,72.0
2013-07-07,72.0,57.0,0.0,71.0
2013-07-08,71.0,57.0,0.0,76.0
2013-07-09,76.0,56.0,0.0,71.0
2013-07-10,71.0,57.0,0.0,68.0
2013-07-11,68.0,56.0,0.0,68.0
2013-07-12,68.0,57.0,0.0,72.0
2013-07-13,72.0,53.0,0.0,68.0
2013-07-14,68.0,55.0,0.0,69.0
2013-07-15,69.0,54.0,0.0,70.0
2013-07-16,70.0,58.0,0.0,70.0
2013-07-17,70.0,58.0,0.0,72.0
2013-07-18,72.0,56.0,0.0,71.0
2013-07-19,71.0,56.0,0.0,72.0
2013-07-20,72.0,55.0,0.0,68.0
2013-07-21,68.0,56.0,0.0,70.0
2013-07-22,70.0,56.0,0.0,72.0
2013-07-23,72.0,59.0,0.0,74.0
2013-07-24,74.0,57.0,0.0,69.0
2013-07-25,69.0,55.0,0.0,69.0
2013-07-26,69.0,55.0,0.0,68.0
2013-07-27,68.0,57.0,0.0,68.0
2013-07-28,68.0,57.0,0.0,70.0
2013-07-29,70.0,57.0,0.0,68.0
2013-07-30,68.0,56.0,0.0,68.0
2013-07-31,68.0,56.0,0.0,68.0
2013-08-01,68.0,54.0,0.0,69.0
2013-08-02,69.0,55.0,0.0,69.0
2013-08-03,69.0,54.0,0.0,67.0
2013-08-04,67.0,55.0,0.0,65.0
2013-08-05,65.0,55.0,0.0,67.0
2013-08-06,67.0,55.0,0.0,72.0
2013-08-07,72.0,55.0,0.0,72.0
2013-08-08,72.0,57.0,0.0,69.0
2013-08-09,69.0,56.0,0.0,70.0
2013-08-10,70.0,59.0,0.0,67.0
2013-08-11,67.0,56.0,0.0,73.0
2013-08-12,73.0,58.0,0.0,81.0
2013-08-13,81.0,56.0,0.0,73.0
2013-08-14,73.0,56.0,0.0,77.0
2013-08-15,77.0,61.0,0.0,74.0
2013-08-16,74.0,58.0,0.0,70.0
2013-08-17,70.0,59.0,0.0,80.0
2013-08-18,80.0,60.0,0.0,76.0
2013-08-19,76.0,56.0,0.0,70.0
2013-08-20,70.0,54.0,0.0,66.0
2013-08-21,66.0,53.0,0.0,70.0
2013-08-22,70.0,53.0,0.0,66.0
2013-08-23,66.0,58.0,0.0,72.0
2013-08-24,72.0,59.0,0.0,76.0
2013-08-25,76.0,63.0,0.0,72.0
2013-08-26,72.0,61.0,0.0,72.0
2013-08-27,72.0,59.0,0.0,75.0
2013-08-28,75.0,60.0,0.0,77.0
2013-08-29,77.0,62.0,0.0,80.0
2013-08-30,80.0,59.0,0.0,73.0
2013-08-31,73.0,59.0,0.0,74.0
2013-09-01,74.0,59.0,0.0,76.0
2013-09-02,76.0,63.0,0.0,75.0
2013-09-03,75.0,62.0,0.0,77.0
2013-09-04,77.0,61.0,0.0,77.0
2013-09-05,77.0,59.0,0.0,87.0
2013-09-06,87.0,54.0,0.0,89.0
2013-09-07,89.0,58.0,0.0,77.0
2013-09-08,77.0,56.0,0.0,77.0
2013-09-09,77.0,56.0,0.0,75.0
2013-09-10,75.0,59.0,0.0,74.0
2013-09-11,74.0,64.0,0.0,72.0
2013-09-12,72.0,61.0,0.0,68.0
2013-09-13,68.0,59.0,0.0,68.0
2013-09-14,68.0,58.0,0.0,73.0
2013-09-15,73.0,60.0,0.0,73.0
2013-09-16,73.0,58.0,0.0,73.0
2013-09-17,73.0,57.0,0.0,79.0
2013-09-18,79.0,52.0,0.0,82.0
2013-09-19,82.0,51.0,0.0,73.0
2013-09-20,73.0,53.0,0.0,68.0
2013-09-21,68.0,55.0,0.61,70.0
2013-09-22,70.0,52.0,0.0,77.0
2013-09-23,77.0,53.0,0.0,73.0
2013-09-24,73.0,54.0,0.0,69.0
2013-09-25,69.0,57.0,0.0,72.0
2013-09-26,72.0,55.0,0.0,74.0
2013-09-27,74.0,54.0,0.0,76.0
2013-09-28,76.0,56.0,0.0,75.0
2013-09-29,75.0,59.0,0.0,72.0
2013-09-30,72.0,59.0,0.0,69.0
2013-10-01,69.0,55.0,0.0,68.0
2013-10-02,68.0,56.0,0.0,71.0
2013-10-03,71.0,55.0,0.0,87.0
2013-10-04,87.0,58.0,0.0,82.0
2013-10-05,82.0,56.0,0.0,84.0
2013-10-06,84.0,48.0,0.0,78.0
2013-10-07,78.0,50.0,0.0,71.0
2013-10-08,71.0,48.0,0.0,67.0
2013-10-09,67.0,49.0,0.0,68.0
2013-10-10,68.0,48.0,0.0,63.0
2013-10-11,63.0,50.0,0.0,64.0
2013-10-12,64.0,51.0,0.0,72.0
2013-10-13,72.0,49.0,0.0,76.0
2013-10-14,76.0,48.0,0.0,83.0
2013-10-15,83.0,45.0,0.0,82.0
2013-10-16,82.0,46.0,0.0,80.0
2013-10-17,80.0,47.0,0.0,71.0
2013-10-18,71.0,48.0,0.0,76.0
2013-10-19,76.0,47.0,0.0,65.0
2013-10-20,65.0,48.0,0.0,63.0
2013-10-21,63.0,49.0,0.0,65.0
2013-10-22,65.0,47.0,0.0,61.0
2013-10-23,61.0,51.0,0.0,59.0
2013-10-24,59.0,52.0,0.0,67.0
2013-10-25,67.0,47.0,0.0,72.0
2013-10-26,72.0,45.0,0.0,60.0
2013-10-27,60.0,51.0,0.01,60.0
2013-10-28,60.0,45.0,0.0,62.0
2013-10-29,62.0,47.0,0.0,65.0
2013-10-30,65.0,45.0,0.0,69.0
2013-10-31,69.0,45.0,0.0,72.0
2013-11-01,72.0,46.0,0.0,63.0
2013-11-02,63.0,45.0,0.0,63.0
2013-11-03,63.0,44.0,0.0,68.0
2013-11-04,68.0,43.0,0.0,71.0
2013-11-05,71.0,42.0,0.0,68.0
2013-11-06,68.0,44.0,0.0,68.0
2013-11-07,68.0,48.0,0.0,65.0
2013-11-08,65.0,47.0,0.0,69.0
2013-11-09,69.0,42.0,0.0,64.0
2013-11-10,64.0,46.0,0.0,64.0
2013-11-11,64.0,49.0,0.0,70.0
2013-11-12,70.0,51.0,0.0,72.0
2013-11-13,72.0,47.0,0.0,60.0
2013-11-14,60.0,49.0,0.0,63.0
2013-11-15,63.0,44.0,0.0,61.0
2013-11-16,61.0,45.0,0.0,61.0
2013-11-17,61.0,47.0,0.0,59.0
2013-11-18,59.0,45.0,0.0,64.0
2013-11-19,64.0,53.0,0.44,60.0
2013-11-20,60.0,53.0,0.71,64.0
2013-11-21,64.0,52.0,0.02,71.0
2013-11-22,71.0,55.0,0.0,63.0
2013-11-23,63.0,47.0,0.0,61.0
2013-11-24,61.0,38.0,0.0,63.0
2013-11-25,63.0,38.0,0.0,65.0
2013-11-26,65.0,42.0,0.0,61.0
2013-11-27,61.0,42.0,0.0,65.0
2013-11-28,65.0,45.0,0.0,65.0
2013-11-29,65.0,41.0,0.0,64.0
2013-11-30,64.0,41.0,0.0,64.0
2013-12-01,64.0,40.0,0.0,61.0
2013-12-02,61.0,41.0,0.0,56.0
2013-12-03,56.0,43.0,0.0,51.0
2013-12-04,51.0,33.0,0.0,50.0
2013-12-05,50.0,28.0,0.0,52.0
2013-12-06,52.0,36.0,0.23,50.0
2013-12-07,50.0,32.0,0.05,48.0
2013-12-08,48.0,31.0,0.0,54.0
2013-12-09,54.0,30.0,0.0,54.0
2013-12-10,54.0,31.0,0.0,53.0
2013-12-11,53.0,31.0,0.0,54.0
2013-12-12,54.0,31.0,0.0,53.0
2013-12-13,53.0,34.0,0.0,57.0
2013-12-14,57.0,31.0,0.0,58.0
2013-12-15,58.0,33.0,,66.0
2013-12-16,66.0,36.0,0.0,60.0
2013-12-17,60.0,39.0,0.0,56.0
2013-12-18,56.0,36.0,0.0,58.0
2013-12-19,58.0,39.0,0.0,57.0
2013-12-20,57.0,33.0,0.0,62.0
2013-12-21,62.0,37.0,0.0,62.0
2013-12-22,62.0,36.0,0.0,60.0
2013-12-23,60.0,37.0,0.0,66.0
2013-12-24,66.0,39.0,0.0,62.0
2013-12-25,62.0,37.0,0.0,62.0
2013-12-26,62.0,35.0,0.0,58.0
2013-12-27,58.0,35.0,0.0,62.0
2013-12-28,62.0,31.0,0.0,72.0
2013-12-29,72.0,34.0,0.0,61.0
2013-12-30,61.0,34.0,0.0,59.0
2013-12-31,59.0,36.0,0.0,60.0
2014-01-01,60.0,34.0,0.0,61.0
2014-01-02,61.0,36.0,0.0,64.0
2014-01-03,64.0,39.0,0.0,62.0
2014-01-04,62.0,37.0,0.0,68.0
2014-01-05,68.0,37.0,0.0,58.0
2014-01-06,58.0,38.0,0.0,60.0
2014-01-07,60.0,42.0,0.0,55.0
2014-01-08,55.0,45.0,0.0,59.0
2014-01-09,59.0,44.0,0.01,58.0
2014-01-10,58.0,41.0,0.0,56.0
2014-01-11,56.0,42.0,0.0,60.0
2014-01-12,60.0,38.0,0.0,70.0
2014-01-13,70.0,39.0,0.0,74.0
2014-01-14,74.0,41.0,0.0,77.0
2014-01-15,77.0,43.0,0.0,69.0
2014-01-16,69.0,42.0,0.0,62.0
2014-01-17,62.0,35.0,0.0,67.0
2014-01-18,67.0,36.0,0.0,64.0
2014-01-19,64.0,35.0,0.0,66.0
2014-01-20,66.0,36.0,0.0,65.0
2014-01-21,65.0,34.0,0.0,67.0
2014-01-22,67.0,34.0,0.0,71.0
2014-01-23,71.0,38.0,0.0,63.0
2014-01-24,63.0,41.0,0.0,70.0
2014-01-25,70.0,41.0,0.0,69.0
2014-01-26,69.0,43.0,0.0,57.0
2014-01-27,57.0,49.0,0.0,63.0
2014-01-28,63.0,49.0,0.0,61.0
2014-01-29,61.0,55.0,0.0,59.0
2014-01-30,59.0,51.0,0.03,61.0
2014-01-31,61.0,41.0,0.0,58.0
2014-02-01,58.0,35.0,0.0,51.0
2014-02-02,51.0,45.0,0.34,56.0
2014-02-03,56.0,40.0,0.0,55.0
2014-02-04,55.0,38.0,0.0,54.0
2014-02-05,54.0,35.0,0.1,53.0
2014-02-06,53.0,46.0,0.52,56.0
2014-02-07,56.0,50.0,0.35,59.0
2014-02-08,59.0,54.0,0.39,59.0
2014-02-09,59.0,56.0,0.52,58.0
2014-02-10,58.0,49.0,0.0,58.0
2014-02-11,58.0,49.0,0.01,61.0
2014-02-12,61.0,49.0,0.0,65.0
2014-02-13,65.0,49.0,0.0,64.0
2014-02-14,64.0,51.0,0.01,60.0
2014-02-15,60.0,49.0,0.0,64.0
2014-02-16,64.0,45.0,0.01,61.0
2014-02-17,61.0,38.0,0.0,62.0
2014-02-18,62.0,43.0,0.0,64.0
2014-02-19,64.0,48.0,0.0,66.0
2014-02-20,66.0,40.0,0.0,69.0
2014-02-21,69.0,43.0,0.0,67.0
2014-02-22,67.0,43.0,0.0,67.0
2014-02-23,67.0,45.0,0.0,73.0
2014-02-24,73.0,43.0,0.0,65.0
2014-02-25,65.0,48.0,0.0,60.0
2014-02-26,60.0,55.0,0.45,66.0
2014-02-27,66.0,55.0,0.22,63.0
2014-02-28,63.0,55.0,0.74,69.0
2014-03-01,69.0,54.0,0.03,61.0
2014-03-02,61.0,53.0,0.02,61.0
2014-03-03,61.0,50.0,0.1,66.0
2014-03-04,66.0,55.0,0.0,66.0
2014-03-05,66.0,54.0,0.26,65.0
2014-03-06,65.0,51.0,0.01,66.0
2014-03-07,66.0,48.0,0.0,72.0
2014-03-08,72.0,46.0,0.0,71.0
2014-03-09,71.0,55.0,0.0,68.0
2014-03-10,68.0,56.0,0.0,74.0
2014-03-11,74.0,47.0,0.0,78.0
2014-03-12,78.0,53.0,0.0,73.0
2014-03-13,73.0,47.0,0.0,67.0
2014-03-14,67.0,53.0,0.0,77.0
2014-03-15,77.0,47.0,0.0,72.0
2014-03-16,72.0,48.0,0.0,69.0
2014-03-17,69.0,49.0,0.0,70.0
2014-03-18,70.0,43.0,0.0,73.0
2014-03-19,73.0,45.0,0.0,70.0
2014-03-20,70.0,50.0,0.0,63.0
2014-03-21,63.0,48.0,0.0,65.0
2014-03-22,65.0,51.0,0.0,65.0
2014-03-23,65.0,48.0,0.0,72.0
2014-03-24,72.0,46.0,0.0,63.0
